"id";"idx";"LID";"Player";"Date_str";"Date";"Token";"BallSpeed";"LaunchAngle";"LaunchDirection";"ClubHeadSpeed";"ClubAngleFace";"ClubAnglePath";"BackSpin";"SideSpin";"SmashFactor";"ClubType";"DistToPinFt";"CarryDistFt";"TotalDistFt"
30;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
31;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
32;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
33;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
34;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
35;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
36;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
37;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
38;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
39;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
40;"02188";"017";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
41;"02188";"017";"Brian";"1670874403048";"2022-12-13 03:46:43";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC
";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
42;"02188";"017";"Brian";"1670874403048";"2022-12-13 03:46:43";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
43;"02188";"017";"Brian";"1670874403048";"2022-12-13 03:46:43";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
44;"02188";"017";"Brian";"1670874403048";"2022-12-13 03:46:43";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
45;"02188";"017";"Brian";"1670874403047";"2022-12-13 03:46:43";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
46;"02188";"017";"Brian";"1671464906175";"2022-12-19 23:48:26";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
47;"02188";"017";"Brian";"1671469191465";"2022-12-20 00:59:51";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
48;"02188";"017";"Brian";"1671470256547";"2022-12-20 01:17:37";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
49;"02188";"017";"Brian";"1671470305782";"2022-12-20 01:18:26";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
50;"02188";"017";"Brian";"1671470335471";"2022-12-20 01:18:55";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
51;"02188";"017";"Brian";"1671470364690";"2022-12-20 01:19:25";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
52;"02188";"017";"Brian";"1671470443638";"2022-12-20 01:20:44";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
53;"02188";"017";"Brian";"1671470708643";"2022-12-20 01:25:09";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
54;"02188";"017";"Brian";"1671470964852";"2022-12-20 01:29:25";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
55;"02188";"017";"Brian";"1671470995125";"2022-12-20 01:29:55";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
56;"02188";"017";"Brian";"1671471096194";"2022-12-20 01:31:36";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
57;"02188";"017";"Brian";"1671471182209";"2022-12-20 01:33:02";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
58;"02188";"017";"Brian";"1671471257022";"2022-12-20 01:34:17";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
59;"02188";"017";"Brian";"1671471357226";"2022-12-20 01:35:57";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
60;"02188";"017";"Brian";"1671471449655";"2022-12-20 01:37:30";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
61;"013828";"017";"Brian";"1671471508123";"2022-12-20 01:38:28";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
62;"013916";"017";"Brian";"1671471556756";"2022-12-20 01:39:17";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
63;"142748";"019";"Brian";"1671517668190";"2022-12-20 14:27:48";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
64;"143140";"019";"Brian";"1671517900896";"2022-12-20 14:31:41";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
65;"161411";"019";"DataArray[11]";"1671524051548";"2022-12-20 16:14:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
66;"161515";"019";"Ben";"1671524115248";"2022-12-20 16:15:15";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
67;"161847";"019";"Ben";"1671524327901";"2022-12-20 16:18:48";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
68;"162013";"019";"Ben";"1671524413171";"2022-12-20 16:20:13";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
69;"162034";"019";"Ben";"1671524434007";"2022-12-20 16:20:34";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";166.0;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
70;"162127";"019";"Ben";"1671524487700";"2022-12-20 16:21:28";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";166.0;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
71;"162259";"019";"Ben";"1671524579150";"2022-12-20 16:22:59";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"0";24.2;11.2;115.2
72;"162803";"019";"Ben";"1671524883831";"2022-12-20 16:28:04";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.38;"0";24.2;11.2;115.2
73;"163017";"019";"Ben";"1671525017071";"2022-12-20 16:30:17";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.3;"0";24.2;11.2;115.2
74;"163107";"019";"Ben";"1671525067795";"2022-12-20 16:31:08";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.3;"0";24.2;11.2;115.2
75;"163309";"019";"Ben";"1671525189427";"2022-12-20 16:33:09";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;2.0;2.0;3.0;4.0;5.0;3000.0;52.0;1.3;"0";24.2;11.2;115.2
76;"163354";"019";"Ben";"1671525234930";"2022-12-20 16:33:55";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;2.0;3.0;4.0;5.0;3000.0;52.0;1.3;"0";24.2;11.2;115.2
77;"163447";"019";"Ben";"1671525287447";"2022-12-20 16:34:47";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;4.0;5.0;3000.0;52.0;1.3;"0";24.2;11.2;115.2
78;"163534";"019";"Ben";"1671525334734";"2022-12-20 16:35:35";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;0.0;0.0;3000.0;52.0;1.3;"0";24.2;11.2;115.2
79;"163553";"019";"Ben";"1671525353104";"2022-12-20 16:35:53";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;0.0;0.0;3000.0;52.0;1.3;"0";24.2;11.2;115.2
80;"163728";"019";"Ben";"1671525448686";"2022-12-20 16:37:29";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;0.0;0.0;3000.0;52.0;1.3;"0";24.2;11.2;115.2
81;"163838";"019";"Ben";"1671525518745";"2022-12-20 16:38:39";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.3;"0";24.2;11.2;115.2
82;"163859";"019";"Ben";"1671525539904";"2022-12-20 16:39:00";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;1.0;0.0;3000.0;0.0;1.3;"0";24.2;11.2;115.2
83;"164010";"019";"Ben";"1671525610992";"2022-12-20 16:40:11";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;0.0;120.0;1.0;0.0;3000.0;0.0;1.38;"0";24.2;11.2;115.2
84;"164307";"019";"Ben";"1671525787514";"2022-12-20 16:43:08";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;-0.5;120.0;1.0;0.0;3000.0;0.0;1.38;"0";1.0;2.0;3.0
85;"165600";"019";"Ben";"1671526560223";"2022-12-20 16:56:00";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";165.9;8.0;-0.5;120.0;1.0;0.0;3000.0;0.0;1.38;"0";24.2;11.2;115.2
86;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
87;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;0.0;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
88;"210432";"019";"PlayerBen";"1671541472513";"2022-12-20 21:04:33";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";1.2;1.3;1.4
89;"210432";"019";"PlayerBen";"1671541472513";"2022-12-20 21:04:33";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";1.2;1.3;1.4
90;"21043";"019";"PlayerBen";"1671541472513";"2022-12-20 21:04:33";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";1.2;1.3;1.4
91;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
92;"102188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
93;"010432";"019";"PlayerBen";"1671541472513";"2022-12-20 21:04:33";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
94;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";1.2;1.3;1.4
95;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
96;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
97;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
98;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
99;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
100;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
101;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
102;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;1.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
103;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;1.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
104;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
105;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;1.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
106;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;1.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
107;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;1.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
108;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
109;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.1;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
110;"213812";"019";"Player9";"1671543492454";"2022-12-20 21:38:12";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;1.0;0.0;3000.0;0.0;1.33;"7Iron";0.2;0.5;0.8
111;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;-1.12;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
112;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;1.52;0.0;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
113;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;0.0;0.0;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
114;"02188";"018";"Brian";"1670874403048";"2022-12-13 03:46:43";"abcdrtrt656fg6fghyggg";116.3;8.0;1.0;88.7;0.0;0.0;3000.0;52.0;1.31;"7lron";24.2;11.2;115.2
115;"215123";"019";"Player9";"1671544283330";"2022-12-20 21:51:23";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.0;0.1;3000.0;0.0;1.33333;"7Iron";0.2;0.5;0.8
116;"215306";"019";"Player9";"1671544386395";"2022-12-20 21:53:06";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.179;0.0;3000.0;0.0;1.33333;"7Iron";0.2;0.5;0.8
117;"215455";"019";"Player9";"1671544495459";"2022-12-20 21:54:55";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";160.0;8.0;0.0;120.0;0.179;0.0;3000.0;0.0;1.33333;"7Iron";0.2;0.5;0.8
118;"220748";"019";"Player9";"1671545268280";"2022-12-20 22:07:48";"Yw4kS5Su2oibrR49N1lkQrAFBkoUN3UC";155.505;8.0;0.0;120.0;0.179;0.0;3000.0;0.0;1.3;"7Iron";0.2;0.5;0.8
